text,debts,funeral_expenses,bequests,wife,husband,son,daughter,father,mother,brother,sister,grandchild
"The estate is worth $856,972.75. There are debts of $204,861.13. Funeral expenses amount to $6,270.28. A bequest of $119,824.83 was specified. The survivors include 1 daughters, a father, 2 sisters, 1 grandchildren.",204861.13,6270.28,119824.83,0,0,0,1,1,0,0,2,1
"The estate is worth $161,936.63. There are debts of $14,783.24. Funeral expenses amount to $3,018.60. A bequest of $553.39 was specified. The survivors include 1 sons, 3 daughters, a father, a mother, 1 brothers, 1 sisters, 1 grandchildren.",14783.24,3018.6,553.39,0,0,1,3,1,1,1,1,1
"The estate is worth $680,317.47. There are debts of $67,968.89. Funeral expenses amount to $5,558.54. A bequest of $117,302.36 was specified. The survivors include a husband, 4 daughters, a mother, 3 brothers, 2 sisters, 1 grandchildren.",67968.89,5558.54,117302.36,0,1,0,4,0,1,3,2,1
"The estate is worth $701,252.20. There are debts of $166,300.63. Funeral expenses amount to $4,398.67. A bequest of $94,806.22 was specified. The survivors include a wife, 3 sons, a father, 1 sisters, 2 grandchildren.",166300.63,4398.67,94806.22,1,0,3,0,1,0,0,1,2
"The estate is worth $372,360.70. There are debts of $82,858.85. Funeral expenses amount to $9,005.39. A bequest of $78,523.04 was specified. The survivors include 3 sons, 2 daughters, a father, 1 brothers, 3 sisters.",82858.85,9005.39,78523.04,0,0,3,2,1,0,1,3,0
"The estate is worth $909,185.58. There are debts of $72,335.43. Funeral expenses amount to $8,266.03. A bequest of $223,883.31 was specified. The survivors include a husband, 3 sons, 3 daughters, a mother, 3 sisters.",72335.43,8266.03,223883.31,0,1,3,3,0,1,0,3,0
"The estate is worth $632,603.54. There are debts of $43,169.16. Funeral expenses amount to $5,320.71. A bequest of $81,049.29 was specified. The survivors include a wife, a husband, 5 sons, 2 daughters, a father, a mother, 3 sisters.",43169.16,5320.71,81049.29,1,1,5,2,1,1,0,3,0
"The estate is worth $91,420.85. There are debts of $17,445.11. Funeral expenses amount to $8,357.69. A bequest of $3,172.16 was specified. The survivors include a wife, 4 daughters, a mother, 2 brothers, 3 sisters, 1 grandchildren.",17445.11,8357.69,3172.16,1,0,0,4,0,1,2,3,1
"The estate is worth $754,227.98. There are debts of $4,511.85. Funeral expenses amount to $1,768.62. A bequest of $55,420.72 was specified. The survivors include a wife, a husband, 1 sons, 5 daughters, 3 brothers, 3 sisters, 2 grandchildren.",4511.85,1768.62,55420.72,1,1,1,5,0,0,3,3,2
"The estate is worth $398,034.83. There are debts of $39,922.43. Funeral expenses amount to $9,712.52. A bequest of $59,326.98 was specified. The survivors include a husband, 2 sons, a father, a mother, 1 sisters.",39922.43,9712.52,59326.98,0,1,2,0,1,1,0,1,0
"The estate is worth $614,475.22. There are debts of $87,034.33. Funeral expenses amount to $8,702.21. A bequest of $30,998.93 was specified. The survivors include a wife, 1 sons, 3 daughters, a father, a mother, 1 sisters, 2 grandchildren.",87034.33,8702.21,30998.93,1,0,1,3,1,1,0,1,2
"The estate is worth $92,126.13. There are debts of $7,482.70. Funeral expenses amount to $7,082.89. A bequest of $8,174.45 was specified. The survivors include a wife, 1 sons, 4 daughters, 3 brothers, 2 sisters.",7482.7,7082.89,8174.45,1,0,1,4,0,0,3,2,0
"The estate is worth $399,993.48. There are debts of $71,912.09. Funeral expenses amount to $5,155.88. A bequest of $83,918.43 was specified. The survivors include a wife, 1 daughters, a mother, 2 brothers, 3 sisters.",71912.09,5155.88,83918.43,1,0,0,1,0,1,2,3,0
"The estate is worth $505,107.24. There are debts of $29,120.32. Funeral expenses amount to $9,926.99. A bequest of $46,761.92 was specified. The survivors include a wife, a husband, 2 sons, 3 daughters, 3 brothers, 3 sisters, 2 grandchildren.",29120.32,9926.99,46761.92,1,1,2,3,0,0,3,3,2
"The estate is worth $927,498.75. There are debts of $49,818.25. Funeral expenses amount to $1,277.19. A bequest of $25,963.45 was specified. The survivors include a wife, 5 sons, 1 daughters, a father, a mother, 3 brothers, 2 sisters, 2 grandchildren.",49818.25,1277.19,25963.45,1,0,5,1,1,1,3,2,2
"The estate is worth $169,548.12. There are debts of $29,806.07. Funeral expenses amount to $3,545.40. A bequest of $23,343.18 was specified. The survivors include a wife, a husband, 3 sons, 2 daughters, a father, a mother, 2 brothers, 2 sisters, 2 grandchildren.",29806.07,3545.4,23343.18,1,1,3,2,1,1,2,2,2
"The estate is worth $346,283.72. There are debts of $9,812.35. Funeral expenses amount to $4,500.30. A bequest of $84,603.01 was specified. The survivors include a wife, 1 sons, 3 daughters, 2 brothers, 1 sisters, 1 grandchildren.",9812.35,4500.3,84603.01,1,0,1,3,0,0,2,1,1
"The estate is worth $862,529.24. There are debts of $213,515.76. Funeral expenses amount to $3,321.02. A bequest of $182,357.01 was specified. The survivors include a wife, a husband, 4 sons, a mother, 3 brothers, 3 sisters, 2 grandchildren.",213515.76,3321.02,182357.01,1,1,4,0,0,1,3,3,2
"The estate is worth $916,670.49. There are debts of $67,225.87. Funeral expenses amount to $3,795.16. A bequest of $181,219.19 was specified. The survivors include a wife, 2 sons, 2 daughters, a mother, 1 brothers, 3 sisters, 1 grandchildren.",67225.87,3795.16,181219.19,1,0,2,2,0,1,1,3,1
"The estate is worth $787,896.28. There are debts of $53,843.37. Funeral expenses amount to $7,412.91. A bequest of $124,363.79 was specified. The survivors include a husband, 2 sons, 5 daughters, a father, 1 sisters, 2 grandchildren.",53843.37,7412.91,124363.79,0,1,2,5,1,0,0,1,2
"The estate is worth $436,949.24. There are debts of $31,303.94. Funeral expenses amount to $8,900.95. A bequest of $54,932.41 was specified. The survivors include a husband, 2 sons, 3 daughters, a father, a mother, 1 brothers, 1 grandchildren.",31303.94,8900.95,54932.41,0,1,2,3,1,1,1,0,1
"The estate is worth $241,956.51. There are debts of $20,246.84. Funeral expenses amount to $5,844.75. A bequest of $47,746.04 was specified. The survivors include 3 sons, 3 brothers, 2 grandchildren.",20246.84,5844.75,47746.04,0,0,3,0,0,0,3,0,2
"The estate is worth $270,340.39. There are debts of $33,721.22. Funeral expenses amount to $2,751.26. A bequest of $33,502.69 was specified. The survivors include 4 sons, a father, a mother, 2 brothers, 1 grandchildren.",33721.22,2751.26,33502.69,0,0,4,0,1,1,2,0,1
"The estate is worth $810,847.92. There are debts of $173,816.78. Funeral expenses amount to $8,492.42. A bequest of $165,119.35 was specified. The survivors include a husband, 3 sons, 5 daughters, a father, 3 brothers, 3 sisters, 1 grandchildren.",173816.78,8492.42,165119.35,0,1,3,5,1,0,3,3,1
"The estate is worth $828,300.05. There are debts of $136,054.22. Funeral expenses amount to $5,221.99. A bequest of $195,925.35 was specified. The survivors include a husband, 1 sons, 1 daughters, a mother, 1 brothers, 1 sisters, 2 grandchildren.",136054.22,5221.99,195925.35,0,1,1,1,0,1,1,1,2
"The estate is worth $498,662.18. There are debts of $7,585.69. Funeral expenses amount to $6,939.30. A bequest of $28,856.01 was specified. The survivors include a wife, a husband, 4 daughters, a father, a mother, 3 brothers, 3 sisters, 2 grandchildren.",7585.69,6939.3,28856.01,1,1,0,4,1,1,3,3,2
"The estate is worth $888,813.52. There are debts of $6,644.62. Funeral expenses amount to $9,140.31. A bequest of $138,483.15 was specified. The survivors include a husband, 3 sons, a father, a mother.",6644.62,9140.31,138483.15,0,1,3,0,1,1,0,0,0
"The estate is worth $562,375.48. There are debts of $128,080.96. Funeral expenses amount to $3,052.19. A bequest of $76,680.38 was specified. The survivors include a wife, a husband, 5 sons, 1 daughters, a father, 2 brothers, 1 grandchildren.",128080.96,3052.19,76680.38,1,1,5,1,1,0,2,0,1
"The estate is worth $640,434.48. There are debts of $158,762.76. Funeral expenses amount to $1,111.32. A bequest of $128,983.33 was specified. The survivors include a husband, 2 daughters, a father, 1 brothers, 2 sisters.",158762.76,1111.32,128983.33,0,1,0,2,1,0,1,2,0
"The estate is worth $216,882.20. There are debts of $20,450.88. Funeral expenses amount to $2,220.18. A bequest of $33,519.33 was specified. The survivors include a husband, 2 sons, 4 daughters, a mother, 3 brothers, 2 sisters, 2 grandchildren.",20450.88,2220.18,33519.33,0,1,2,4,0,1,3,2,2
"The estate is worth $832,038.64. There are debts of $201,817.26. Funeral expenses amount to $3,171.25. A bequest of $148,429.58 was specified. The survivors include a wife, 2 sons, a father, a mother, 1 sisters, 2 grandchildren.",201817.26,3171.25,148429.58,1,0,2,0,1,1,0,1,2
"The estate is worth $501,638.60. There are debts of $84,549.93. Funeral expenses amount to $5,683.57. A bequest of $23,729.21 was specified. The survivors include 3 sons, a father, a mother, 1 brothers, 3 sisters, 1 grandchildren.",84549.93,5683.57,23729.21,0,0,3,0,1,1,1,3,1
"The estate is worth $786,859.92. There are debts of $38,786.66. Funeral expenses amount to $8,832.23. A bequest of $54,916.30 was specified. The survivors include 5 sons, 2 brothers, 2 sisters, 2 grandchildren.",38786.66,8832.23,54916.3,0,0,5,0,0,0,2,2,2
"The estate is worth $866,342.85. There are debts of $156,753.37. Funeral expenses amount to $5,222.82. A bequest of $225,357.63 was specified. The survivors include a husband, 4 sons, 1 daughters, a father, a mother, 1 sisters, 2 grandchildren.",156753.37,5222.82,225357.63,0,1,4,1,1,1,0,1,2
"The estate is worth $333,421.06. There are debts of $63,849.29. Funeral expenses amount to $9,430.20. A bequest of $11,524.22 was specified. The survivors include a husband, 4 sons, 4 daughters, 1 brothers.",63849.29,9430.2,11524.22,0,1,4,4,0,0,1,0,0
"The estate is worth $116,603.08. There are debts of $15,696.77. Funeral expenses amount to $3,538.39. A bequest of $8,385.77 was specified. The survivors include a father, a mother, 2 brothers, 2 sisters.",15696.77,3538.39,8385.77,0,0,0,0,1,1,2,2,0
"The estate is worth $192,766.34. There are debts of $22,516.99. Funeral expenses amount to $5,982.12. A bequest of $39,733.00 was specified. The survivors include a wife, 1 sons, 2 daughters, a mother, 2 brothers, 3 sisters.",22516.99,5982.12,39733.0,1,0,1,2,0,1,2,3,0
"The estate is worth $624,249.90. There are debts of $19,502.92. Funeral expenses amount to $4,218.89. A bequest of $41,058.10 was specified. The survivors include 3 sons, 5 daughters, a father, 3 brothers, 1 sisters.",19502.92,4218.89,41058.1,0,0,3,5,1,0,3,1,0
"The estate is worth $391,790.08. There are debts of $86,354.74. Funeral expenses amount to $1,610.82. A bequest of $31,449.22 was specified. The survivors include a husband, 4 sons, 2 daughters, a father, 2 sisters.",86354.74,1610.82,31449.22,0,1,4,2,1,0,0,2,0
"The estate is worth $952,565.87. There are debts of $229,412.42. Funeral expenses amount to $3,556.41. A bequest of $195,020.16 was specified. The survivors include a wife, 1 sons, 2 daughters, a father, a mother, 2 sisters.",229412.42,3556.41,195020.16,1,0,1,2,1,1,0,2,0
"The estate is worth $444,816.37. There are debts of $66,935.82. Funeral expenses amount to $7,271.07. A bequest of $74,726.92 was specified. The survivors include a wife, 4 sons, a mother, 2 sisters, 1 grandchildren.",66935.82,7271.07,74726.92,1,0,4,0,0,1,0,2,1
"The estate is worth $884,419.22. There are debts of $18,748.91. Funeral expenses amount to $1,200.63. A bequest of $123,752.92 was specified. The survivors include a wife, 3 sons, 4 daughters, 2 brothers.",18748.91,1200.63,123752.92,1,0,3,4,0,0,2,0,0
"The estate is worth $508,798.44. There are debts of $121,472.73. Funeral expenses amount to $4,238.09. A bequest of $19,944.19 was specified. The survivors include a husband, 1 sons, 4 daughters, a father, a mother, 3 brothers, 2 sisters, 2 grandchildren.",121472.73,4238.09,19944.19,0,1,1,4,1,1,3,2,2
"The estate is worth $107,194.83. There are debts of $22,307.79. Funeral expenses amount to $2,757.72. A bequest of $5,650.05 was specified. The survivors include a wife, a husband, 3 sons, 4 daughters, 3 brothers, 2 sisters, 2 grandchildren.",22307.79,2757.72,5650.05,1,1,3,4,0,0,3,2,2
"The estate is worth $859,054.03. There are debts of $15,902.65. Funeral expenses amount to $4,222.43. A bequest of $226,767.43 was specified. The survivors include a wife, a husband, 3 sons, 5 daughters.",15902.65,4222.43,226767.43,1,1,3,5,0,0,0,0,0
"The estate is worth $893,623.77. There are debts of $205,530.63. Funeral expenses amount to $2,555.74. A bequest of $224,271.91 was specified. The survivors include a husband, 1 sons, 3 daughters, 2 brothers, 1 sisters.",205530.63,2555.74,224271.91,0,1,1,3,0,0,2,1,0
"The estate is worth $298,825.04. There are debts of $31,363.01. Funeral expenses amount to $8,217.47. A bequest of $50,301.92 was specified. The survivors include 5 sons, 1 daughters, a father, 2 brothers, 1 grandchildren.",31363.01,8217.47,50301.92,0,0,5,1,1,0,2,0,1
"The estate is worth $610,581.47. There are debts of $29,739.38. Funeral expenses amount to $1,827.14. A bequest of $115,250.97 was specified. The survivors include a wife, a husband, 3 sons, 4 daughters, a mother, 2 brothers, 1 sisters, 1 grandchildren.",29739.38,1827.14,115250.97,1,1,3,4,0,1,2,1,1
"The estate is worth $491,318.34. There are debts of $79,656.27. Funeral expenses amount to $9,749.39. A bequest of $5,627.12 was specified. The survivors include 2 sons, 3 daughters, 3 brothers, 2 grandchildren.",79656.27,9749.39,5627.12,0,0,2,3,0,0,3,0,2
"The estate is worth $720,540.52. There are debts of $53,031.40. Funeral expenses amount to $1,012.06. A bequest of $51,040.90 was specified. The survivors include a wife, 2 sons, 3 daughters, a father, 2 sisters, 2 grandchildren.",53031.4,1012.06,51040.9,1,0,2,3,1,0,0,2,2
"The estate is worth $526,488.87. There are debts of $111,583.44. Funeral expenses amount to $8,086.29. A bequest of $56,664.02 was specified. The survivors include a wife, 5 sons, 1 daughters, 2 brothers, 3 sisters.",111583.44,8086.29,56664.02,1,0,5,1,0,0,2,3,0
"The estate is worth $907,632.07. There are debts of $80,257.56. Funeral expenses amount to $7,663.30. A bequest of $42,320.23 was specified. The survivors include a husband, 1 brothers, 1 sisters, 2 grandchildren.",80257.56,7663.3,42320.23,0,1,0,0,0,0,1,1,2
"The estate is worth $101,393.95. There are debts of $16,105.98. Funeral expenses amount to $8,748.04. A bequest of $11,091.56 was specified. The survivors include a husband, 5 sons, 1 daughters, a mother, 3 brothers, 1 sisters.",16105.98,8748.04,11091.56,0,1,5,1,0,1,3,1,0
"The estate is worth $754,951.40. There are debts of $15,981.60. Funeral expenses amount to $7,994.70. A bequest of $189,480.81 was specified. The survivors include 5 sons, 5 daughters, a father, 3 brothers, 1 sisters, 2 grandchildren.",15981.6,7994.7,189480.81,0,0,5,5,1,0,3,1,2
"The estate is worth $425,975.27. There are debts of $98,937.29. Funeral expenses amount to $6,674.17. A bequest of $87,518.93 was specified. The survivors include 2 sons, 2 daughters, a father, 1 brothers, 3 sisters, 1 grandchildren.",98937.29,6674.17,87518.93,0,0,2,2,1,0,1,3,1
"The estate is worth $986,566.71. There are debts of $244,309.16. Funeral expenses amount to $4,238.41. A bequest of $42,563.02 was specified. The survivors include a husband, 1 sons, 4 daughters, a mother, 3 brothers, 1 sisters.",244309.16,4238.41,42563.02,0,1,1,4,0,1,3,1,0
"The estate is worth $609,075.78. There are debts of $100,908.01. Funeral expenses amount to $9,936.07. A bequest of $85,287.64 was specified. The survivors include a wife, 5 sons, a father, a mother, 1 brothers, 1 sisters, 1 grandchildren.",100908.01,9936.07,85287.64,1,0,5,0,1,1,1,1,1
"The estate is worth $403,100.16. There are debts of $80,106.22. Funeral expenses amount to $6,001.93. A bequest of $39,965.69 was specified. The survivors include a wife, a husband, 5 sons, 3 daughters, a father, a mother, 1 grandchildren.",80106.22,6001.93,39965.69,1,1,5,3,1,1,0,0,1
"The estate is worth $404,991.92. There are debts of $65,484.90. Funeral expenses amount to $7,344.53. A bequest of $86,997.56 was specified. The survivors include a husband, 1 sons, 3 daughters, a father, 3 brothers, 1 sisters.",65484.9,7344.53,86997.56,0,1,1,3,1,0,3,1,0
